"nome_cient","Freq","total","categoria","prop","endemicas","coords.x1","coords.x2","buffer.size"
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-48.531598,-0.66488499999997,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.1608189999999,-10.8831329999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-56.4326,-13.1956,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-69.216667,-10.1166669999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.9999999999999,-10.9999999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-69.22,-10.1199999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-63.05,-11.1999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-55.9,-11.1999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-54.8396119999999,-2.68920699999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-65.4999999999999,-9.69999999999993,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.03,-3.09999999999997,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-49.8624129999999,-3.81737099999998,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-64.520705,-9.48797599999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.4,-14.3899999999999,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.559404,-15.1762709999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-65.522035,-4.46096099999994,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-62,-10.9999999999999,3
"Streblacanthus dubiosus",1,1,"EN",1,"nao endemica",-68.6039,-9.41029999999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.27,-14.41,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-64.833333,-3.33333299999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-55.1940489999999,-2.67343999999997,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-60.1666999999999,-12.7499999999999,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-59.9291459999999,-2.94115799999997,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-54.9376589999999,-2.67343999999997,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-63.166667,-7.51666699999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-59.980355,-2.88695999999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-68.264268,-10.078968,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-72.73,-7.62999999999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-51.8,0.130000000000052,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.459481,-1.27113699999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-55.01577,-3.93747499999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-54.605714,-16.414276,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-54.9376589999999,-2.67343999999997,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-44.783328,-1.86910099999994,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-47.564767,-1.15545899999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-49.4,-3.99999999999994,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-51.78,-0.0999999999999659,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-64.6999999999999,-3.39999999999998,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-67.833333,-9.99999999999994,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.0516719999999,-2.98199499999993,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-61.9,-11.3,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-63.1999999999999,-9.09999999999997,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-67.8,-9.99999999999994,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-62,-10.9999999999999,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-59.2426,-10.1229,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-52.5,-0.699999999999932,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-52.5,-0.699999999999932,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-69.4999999999999,-10.6999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-59.980355,-2.88695999999993,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-64.520705,-9.48797599999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-53.6347519999999,-6.85989199999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-60.17,-12.7499999999999,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-54.220499,-1.43929599999996,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-64.520705,-9.48797599999995,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-48.459481,-1.27113699999995,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-48.459481,-1.27113699999995,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-55.533333,-12.3,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-48.459312,-2.10033299999998,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.4999999999999,-10.4999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-59.980355,-2.88695999999993,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-69.4999999999999,-10.6999999999999,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-68.66,-9.06999999999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-61.811966,-10.393478,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-53.6153899999999,-2.16705899999994,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-61.416667,3.36666700000006,3
"Hymenaea parvifolia",4,99,"VU",0.0404040404040404,"nao endemica",-49.73,-3.91999999999996,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-44.3027999999999,-2.52969999999993,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-59.12337,-2.73190599999998,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-59.12337,-2.73190599999998,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-65.583333,-1.83333299999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-59.6939179999999,-10.299684,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.609613,-0.748217999999952,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.609613,-0.748217999999952,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-59.9329999999999,-2.96699999999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-63.37,0.700000000000045,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.88193,-15.485744,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-59.9329999999999,-2.96699999999993,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-62.1759059999999,-10.756836,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-69.406627,-9.80022899999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.795296,-15.3823459999999,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-59.980355,-2.88695999999993,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-52.333333,-15.6833329999999,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.1999999999999,-14.6,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-49.70647,-1.55462199999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-67.425799,-10.021409,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.88193,-15.485744,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-54.939535,-15.296487,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-65.1333329999999,-2.69999999999993,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.4499999999999,-13.166667,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-50.4999999999999,-0.0333329999999705,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.4811109999999,-10.463333,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-72.6205409999999,-9.10514799999993,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-70.86,-8.49999999999994,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-56.2987709999999,-15.478826,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.802969,-14.3260089999999,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.8818669999999,-15.4028719999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.4811109999999,-10.463333,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-54.8396119999999,-2.68920699999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.4499999999999,-13.166667,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-70.8,-8.19999999999993,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-71.414585,-8.39341399999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-49.8624129999999,-3.81737099999998,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-54.9376589999999,-2.67343999999997,3
"Hypenia micrantha",1,1,"EN",1,"endemic",-55.8818669999999,-15.4028719999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-68.9999999999999,-9.32999999999993,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-46.08,-3.11999999999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-57.240753,0.256480000000067,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.4581249999999,-9.16476799999998,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-56.908133,-3.09246999999993,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-63.166667,-7.51666699999993,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-64.9999999999999,-5.33333299999993,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-62.634574,-7.35207799999995,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.459481,-1.27113699999995,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-55.938825,-1.66466899999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-63.36756,-8.98426999999998,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-70.020811,-10.888091,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-58.983333,-3.11666699999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-68.6,-9.09999999999997,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-65.7166999999999,-1.83329999999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.485247,-16.4871449999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-57.240753,0.256480000000067,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-55.1940489999999,-2.67343999999997,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-54.9376589999999,-2.67343999999997,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.6581449999999,-15.107767,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-68.264268,-10.078968,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-49.55,-8.29999999999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-54.9376589999999,-2.67343999999997,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.83,-15.41,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.6,-3.29999999999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-65.4999999999999,-9.69999999999993,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-59.980355,-2.88695999999993,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-68.264268,-10.078968,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-48.6199999999999,-3.41999999999996,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-51.7499999999999,-11.28,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-63.33,-10.03,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-68.264268,-10.078968,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.3892729999999,-15.334422,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-58.781627,-3.28478199999995,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-59.966667,-2.88333299999994,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-64.9999999999999,-0.399999999999977,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.228983,-3.76850899999994,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-71.3699999999999,-8.45999999999998,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-70.8,-8.19999999999993,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-62.8833329999999,-10.1833329999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-48.45948,-1.27113599999996,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.1608189999999,-10.8831329999999,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-58.436807,-3.15158899999994,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.83,-8.12999999999994,3
"Jacaranda egleri",1,2,"CR",0.5,"endemic",-61.8199999999999,-8.11999999999995,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-67.9999999999999,-3.09999999999997,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.88193,-15.485744,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.666667,-14.65,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-62.9,-9.11666699999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.742064,0.208579000000043,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-57.216667,-3.03333299999997,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-55.938825,-1.66466899999995,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.5044,-1.45579999999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-51.8,-12.8,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-56.723889,-13.3322219999999,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.6,-7.49999999999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-48.73,-9.83999999999997,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-49.8624129999999,-3.81737099999998,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-63.3333,-10.0332999999999,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.795296,-15.3823459999999,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-54.9999999999999,-14.9999999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-59.5050699999999,-16.1375169999999,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.795296,-15.3823459999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-48.41561,-8.76662099999993,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-60.17,-12.7499999999999,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-59.9291459999999,-2.94115799999997,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-59.6939179999999,-10.299684,3
"Cedrela fissilis",3,45,"VU",0.0666666666666667,"nao endemica",-62.634574,-7.35207799999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-51.8,-12.8,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.636656,-15.3322709999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-55.9333329999999,-11.1999999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.4999999999999,-10.4999999999999,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.459481,-1.27113699999995,3
"Virola surinamensis",9,149,"VU",0.0604026845637584,"nao endemica",-60.642671,3.13630700000004,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-51.8,-12.8,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-50.210142,-10.966688,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-71.414585,-8.39341399999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-72.78,-8.31999999999994,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-51.8,-12.8,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-71.3699999999999,-8.45999999999998,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.88193,-15.485744,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-48.459481,-1.27113699999995,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.14,-14.3799999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.4499999999999,-13.166667,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.85,-15.3333,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-46.166667,-6.83333299999993,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.798889,-2.18055599999997,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-53.482831,-17.94593,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-62,-10.9999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-64.6999999999999,-3.39999999999998,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.6347519999999,-6.85989199999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-55.1940489999999,-2.67343999999997,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-67.9999999999999,-3.09999999999997,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-51.9870309999999,-11.602473,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.04,-15.0099999999999,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-51.783333,0.533333000000027,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-52.3,-14.6999999999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.001705,-3.08440099999996,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-63.333333,-10.333333,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-48.833333,-1.06666699999994,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.9587779999999,-14.558083,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-67.9999999999999,0.300000000000068,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-62.643211,-11.3077779999999,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-53.22,-17.3099999999999,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.6581449999999,-15.107767,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-69.216667,-10.1166669999999,3
"Jacaranda egleri",1,2,"CR",0.5,"endemic",-57.33,-7.74999999999994,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.7499999999999,-15.4999999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.2567,-15.8899999999999,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-59.966667,-2.88333299999994,3
"Hymenolobium excelsum",1,16,"VU",0.0625,"endemic",-51.62718,-1.97410299999996,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-50.8,-3.36999999999995,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-53.666667,-11.083333,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.7499999999999,-15.4999999999999,3
"Apuleia leiocarpa",7,116,"VU",0.0603448275862069,"nao endemica",-52.636656,-15.3322709999999,3
"Bertholletia excelsa",3,115,"VU",0.0260869565217391,"endemic",-60.03,-3.09999999999997,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.795296,-15.3823459999999,3
"Rinorea longistipulata",3,8,"EN",0.375,"endemic",-70.8,-8.19999999999993,3
"Anemopaegma arvense",2,66,"EN",0.0303030303030303,"nao endemica",-55.1199999999999,-14.36,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.9333329999999,-14.9999999999999,3
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.27,-9.04999999999995,3
"Talisia subalbens",2,36,"VU",0.0555555555555556,"endemic",-55.3799999999999,-15.8699999999999,3
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-62,-10.1799999999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-47.4499999999999,-6.55999999999995,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-68.5947,-9.44219999999996,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-59.3770299999999,-10.2373949999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-69.216667,-10.1166669999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-69.406627,-9.80022899999994,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-54.220499,-1.43929599999996,5
"Anemopaegma arvense",18,66,"EN",0.272727272727273,"nao endemica",-52.4681459999999,-13.92693,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-49.8624129999999,-3.81737099999998,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-68.8,-10.85,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-58.1299999999999,-15.1299999999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-54.9299999999999,-10.0599999999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-52.636656,-15.3322709999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-48.833333,-1.74999999999994,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-48.4999999999999,-1.49999999999994,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-60.6,-1.19999999999993,5
"Anemopaegma arvense",18,66,"EN",0.272727272727273,"nao endemica",-52.4,-14.1999999999999,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-52.5,-0.699999999999932,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-48.5044,-1.45579999999995,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-72.8,-8.29999999999995,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-50.1608189999999,-10.8831329999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-68.6,-9.09999999999997,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-44.298103,-2.63025799999997,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-63.0801779999999,-12.469846,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-60.228983,-3.76850899999994,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-59.980355,-2.88695999999993,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-52.325033,-14.7476849999999,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-59.980355,-2.88695999999993,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-56.8552979999999,-13.9527239999999,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-67.74,-10.15,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-68.264268,-10.078968,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-68.731216,-10.7479739999999,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-49.8624129999999,-3.81737099999998,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-69.306348,-10.078968,5
"Bertholletia excelsa",14,115,"VU",0.121739130434783,"endemic",-60.001705,-3.08440099999996,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-52.966667,-1.96666699999997,5
"Cedrela odorata",9,45,"VU",0.2,"nao endemica",-63.0801779999999,-12.469846,5
"Apuleia leiocarpa",19,116,"VU",0.163793103448276,"nao endemica",-57.997204,-15.1140149999999,5
